product_id,title,product_description,features_summary,features
6434633,Mint Mobile - Unlimited Phone Plan - 12 Months of Wireless Service - Gold,Shop Mint Mobile Unlimited Phone Plan 12 Months of Wireless Service Gold at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Mint Mobile is the easy way to save a ton on wireless. Get unlimited talk and text plus 5G · 4G LTE data on the T-Mobile Network, and you can even bring your own phone. Genius, right?","​​Even your mom might ask you to stop calling so much.,Your service will switch seamlessly between 5G & 4G LTE, whichever signal is stronger.,Mint Mobile won't charge you for extra 5G. Check coverage in your area:,mintmobile.com\u002Fcoverage (5G compatible device required),Use your data however you like, even where coffee shops don’t exist.,Give your neighbors to the North and South a call, they’d love to hear from you.,Perfect for when you're in an underground world with bad reception, but excellent Wi-Fi.,If you’re keeping your number, let your current carrier know - you’ll need your account PIN.,Bring your own phone, keep your number. As long as your phone's compatible with Mint Mobile's service, you're good to go. Check phone compatibility: mintmobile.com\u002Fbyop,It may not seem like a big deal, but other carriers charge for this… kind of a rip-off."
1379005,Nintendo - amiibo Figure (Super Smash Bros. Series Sonic) - Multi,Shop Nintendo amiibo Figure (Super Smash Bros. Series Sonic) Multi at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Bring Sonic to life with this Sonic amiibo for Super Smash Bros. Tap the amiibo to a Wii U GamePad controller to unlock exciting new game play, and it stores your data, so you can personalize it. This Sonic amiibo character figure can be trained up to level 50, giving you the power to crush your toughest opponents.","Embark on new adventures with your favorite Nintendo characters with this pre-ordered Sonic amiibo figure,Simply tap your Wii U GamePad controller with the amiibo to connect and interact with your favorite games in exciting new ways,Easily customize gameplay features,Build your amiibo to level 50 for powerful in-game performance,Store data as you play to create a one-of-a-kind experience,For ages 6 and up,\u003Cspan class='Legal-Grey'\u003EWARNING: CHOKING HAZARD-Small parts. Not for children under 3 years.\u003C\u002Fspan\u003E"
6482495,Metra - Replacement Camera Kit for Select Jeep Gladiator JT 2020 and Later Vehicles - Black,Shop Metra Replacement Camera Kit for Select Jeep Gladiator JT 2020 and Later Vehicles Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Replace your 2020 and up Jeep Gladiator JT backup camera with this Metra camera replacement kit. The Direct OE replacement feature allows seamless setup, while the 26-foot extension cable enables flexible connections. This Metra camera replacement kit features two types of ABS mounting brackets to support a variety of camera models and boasts an IP68 rating for durability.","Designed to replace the LVDS camera on Jeep Wrangler.,Perfect resolution for optimal visibility.,Allows you to easily see a broad area.,Offers strength and durability.,Enables all-weather use.,Designed for aftermarket radios or monitors and can be viewed while driving."
6350035,"Metra - Speaker Baffle Kit for Most 6.5"" Speakers (2-Pack) - Black","Shop Metra Speaker Baffle Kit for Most 6.5"" Speakers (2-Pack) Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","Reduce panel to frame reverberation for improved acoustics with this two-piece Metra silicone speaker baffle kit. The sturdy silicone construction introduces water protection that extends speaker lifespan, while the egg foam helps increase audio performance through the reduction of sound bounce back. This Metra silicone speaker baffle kit features a foldable ring that requires no trimming.","Designed to improve the directional flow of sound waves.,Provides ideal sealing for better sound. Perfectly seals the speaker against the interior panel.,Ensures different mounting depths.,Offers a convenient mounting solution for your existing pair of car speakers."
6336724,Metra - Dash Kit for Select 2003-2009 Lexus GX DIN DDIN - Gray,Shop Metra Dash Kit for Select 2003-2009 Lexus GX DIN DDIN Gray at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Integrate an aftermarket head unit into a Lexus SUV with this Metra premium dash kit. The gray trim panel with ISO DDIN radio provision provides a built-in look for a compatible receiver in a 2003-2009 Lexus GX470. This Metra premium dash kit doesn't require an antenna adapter, which ensures simplified installation.","For use with your existing model without factory navigation.,Features a storage pocket for installing an ISO mount.,Complements your vehicle's interior.,Installation is required."
6452556,Miroir - Ultra Pro M631 1080p DLP Projector - Black,Shop Miroir Ultra Pro M631 1080p DLP Projector Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Designed for use with iPhone, iPad, MacBook and Apple TV. The Miroir Ultra PRO M631 FULL HD 1080p Portable Projector is perfect for both large group presentations on the go, or for streaming your favorite movie at night.  The Miroir M631 is lightweight enough to fit in your backpack, or bag.   Enjoy Miroir M631 with built in Texas Instruments Digital Light Processing (DLP) technology for a truly cinematic experience.  The Miroir M631 will support up to a 120 inch diagonal image on your favorite wall or screen.  The M631’s built in rechargeable battery allows you share your share you content anywhere.","Full HD 1080p battery operated projector,USB - C video and charging.  Laptop, tablet and phone support for USB - C video.,Motorized focus and Keystone correction.,Texas Instruments advanced chip technology for Cinema quality streaming.  LED lamps for  20,000 hours of projecting time,Two built-in 3W speakers for portable sound anywhere,Up to 2 hours of viewing time,Connect to any HDMI source to view content. *Some Apple devices require an Apple Digital AV Adapter (sold separately).  *Some Android devices require an USB - C to HDMI adapter cable (sold separately)."
6253327,CyberPower - 6 Outlet 500 Joules Surge Protector Strip - White,Shop CyberPower 6 Outlet 500 Joules Surge Protector Strip White at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Power and protect devices with this CyberPower surge protector. The keyhole slots let it fit under desks or on walls, and it provides outlets for up to six devices at once. Surge protection and automatic shutdown protect devices from surges and spikes. This CyberPower surge protector has an EMI\u002FRFI noise filter to improve picture and sound quality.","Absorbs a high amount of energy to adequately protect your equipment and prolong the life of the unit.,To protect the equipment in your home office.,Ensures electronic equipment protection.,For easy room placement.,For simple power conservation.,CyberPower $25,000 lifetime equipment guarantee."
6421417,"Apple - MacBook Pro 13.3"" Laptop - Intel Core i5 (I5-8257U) Processor - 8GB Memory - 128GB SSD (2019 Model) - Pre-Owned - Space Gray","Shop Apple MacBook Pro 13.3"" Laptop Intel Core i5 (I5-8257U) Processor 8GB Memory 128GB SSD (2019 Model) Pre-Owned Space Gray at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","The MacBook Pro ""Core i5"" 1.4 13-Inch (2019, Touch Bar, Two Thunderbolt 3 Ports) is powered by a 14 nm, 8th Generation ""Coffee Lake"" 1.4 GHz Intel ""Core i5"" processor (I5-8257U), with four independent processor ""cores"" on a single silicon chip, 128 MB of eDRAM embedded on the processor die, and a shared 6 MB level 3 cache. This notebook also packs 8 GB of onboard 2133 MHz LPDDR3 SDRAM, 128 GB of flash storage, and an integrated Intel Iris Plus Graphics 645 graphics processor that shares memory with the system.","13.3"" Brilliant Retina display with True Tone technology,8th-generation quad-core Intel Core i5 processor,Iris Plus Graphics 645,Two Thunderbolt 3 ports (USB-C connector),Up to 10 hours of battery life"
5711947,Haier - 1.4 Cu. Ft. Over-the-Range Microwave with Sensor Cooking - Stainless Steel,Shop Haier 1.4 Cu. Ft. Over-the-Range Microwave with Sensor Cooking Stainless Steel at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Warm meals and snacks in this Haier microwave. It's an over-the-range model, so it doesn't take up counter space, and it has a spacious 1.4 cu. ft. capacity, so you can heat a whole meal at once. This Haier microwave is made from stainless steel, which resists staining and provides long-lasting use.","Smart tech takes the guesswork out of cooking. Sensor cooking feature adjusts cooking time and power level automatically, ensuring food is cooked perfectly.,Enjoy cooking and cleaner air, too. Charcoal filter removes fumes and odors that are released from foods during cooking,Gets kitchen odors outta here. The 300 CFM motor quickly moves odors and steam away from the cooktop surface,Provides a variety of power levels to accommodate all cooking needs,See your cooking skills in action. Interior and cooktop LED lighting distribute bright, clear light across all cooking surfaces.,LED display controls allow for easier usability and legibility,You take care of the cooking. It takes care of the smell. Flexible installation for any kitchen, with charcoal filter included.,Gives the microwave a sleek exterior appearance while making it simpler to clean,Heat sensor that activates the vent fan if unit becomes too hot from the cooking surface below"
6475285,Simple Designs - Modern Iron Lantern Floor Lamp with Glass Shade - Chrome,Shop Simple Designs Modern Iron Lantern Floor Lamp with Glass Shade Chrome at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"The perfect floor lamp to add a modest, refined look to any room!The iron base and curved arm are accented with a simple glass shade for a sophisticated touch.Perfect for foyers, bedrooms, living rooms or even offices! HELPFUL TIP: To get the complete industrial look, we recommend using a decorative Edison\u002FVintage bulb (not included).","Chrome finish,Clear glass cylindrical shade,Uses 1 x 60 watt Type A medium based Incandescent bulb (not included),Easy to use on\u002Foff floor switch on cord,Some Assembly Required,Shade Height: 7"""
6488538,Elden Ring Standard Edition - Windows [Digital],Shop Elden Ring Standard Edition Windows [Digital] at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"The Golden Order has been broken. Rise, Tarnished, and be guided by grace to brandish the power of the Elden Ring and become an Elden Lord in the Lands Between.  ELDEN RING, developed by FromSoftware Inc. and produced by BANDAI NAMCO Entertainment Inc., is a fantasy action-RPG and FromSoftware’s largest game to date, set within a world full of mystery and peril.","Journey through the Lands Between, a new fantasy world created by Hidetaka Miyazaki, creator of the infl uential DARK SOULS video game series, and George R. R. Martin, author of The New York Times best-selling fantasy series, A Song of Ice and Fire.,ELDEN RING features vast fantastical landscapes and shadowy, complex dungeons that are connected seamlessly. Traverse the breathtaking world on foot or on horseback, alone or online with other players.,Create your character in FromSoftware’s refi ned action-RPG and defi ne your playstyle by experimenting with a wide variety of weapons, magical abilities, and skills found throughout the world."
6454745,Ghost Gear - Xbox Series X Dual Controller Charge Station and Headphone Stand - Black,Shop Ghost Gear Xbox Series X Dual Controller Charge Station and Headphone Stand Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Universal charging solution for any two of your favorite console controllers including Xbox Series X, Xbox One, PS5, PS4, Switch Pro Controller with Magnetic Power Induction Technology. Includes an extendable headphone stand to keep your full size headphone ready for your next gaming quest. Gamer Glow LED lights indicate power and recharge status.","For use with any combination of Xbox Series X\u002FS, Xbox One, PS5, PS4 and Switch Pro Controllers.,High speed power input using magnetic induction power interface technology.,Interactive power and recharge status indicator display with table glow.,Included headphone stand can be set individually or combined with the charging station.,An exclusive break-through in both utility and design innovation."
5711140,Walker Edison - Rustic Square High-Grade MDF Side Table (Set of 2) - Driftwood,Shop Walker Edison Rustic Square High-Grade MDF Side Table (Set of 2) Driftwood at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Add a little industrial appeal to your room with this angle iron rustic end table. A single shelf sits below the table so that you can place a variety of objects on it, and the top of this angle iron rustic end table lets you put a few drinks or a teapot within easy reach.","Powder-coated metal legs offer sturdy support and high-grade MDF top provides a solid surface.,Offers a generous work area.,Assembly required.,Put it all together with our professional \u003Ca href=""javascript:openContextSensitiveLink('1043363604288');""\u003Ein-home assembly service\u003C\u002Fa\u003E"
1627566,Metra - Radio Harness for Select 2010-2022 Hyundai Elantra Optima Sonata Santa Fe Sorento Soul - Multi,Shop Metra Radio Harness for Select 2010-2022 Hyundai Elantra Optima Sonata Santa Fe Sorento Soul Multi at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,Easily connect an aftermarket radio to your vehicle's harness with this Metra 70-7304 wiring harness that is compatible with most 2010 or later Hyundai and Kia vehicles and features color-coded wires for simple installation.,"For wide-ranging use.,To allow installation of an aftermarket radio without cutting factory wires.,For quick and easy installation."
6435178,Greenworks - 80V 12” Cordless Brushless Snow Shovel with 2.0 Ah Battery and Rapid Charger - Black/Green,Shop Greenworks 80V 12” Cordless Brushless Snow Shovel with 2.0 Ah Battery and Rapid Charger Black/Green at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Ideal for clearing snow from sidewalks, driveways, and patios, this Greenworks Pro 80V snow blower is the tool to have when the snow hits. This snow shovel is powered by an 80-volt Li-ion battery that provides easy and convenient cordless operation. Easily throw snow up to 25’ in the desired direction. When it comes to helping a neighbor clear their driveway or just stowing it for the warmer months, its easy-fold system allows it to easily be stored or transported. Get equipped this winter with the Greenworks Pro 80-Volt snow blower and spend less time shoveling snow and more time enjoying a warm fire. Includes 2.0 Ah battery and rapid charger. Battery is compatible with 75+ Greenworks 80V products. Life. Powered. By Greenworks.","Up to 45 minutes of run-time on a single charge,Up to 25’,Fully recharge battery in just 30 minutes,Provides more torque, longer runtime, quiet operation, and longer life,Quickly clear your driveway, sidewalks, and patio with a 12"" clearing path and 6"" clearing dept,Hassle-free starts with no priming, no choke, and no pull cords,4 Year Limited Tool & Battery Warranty"
6402480,Cuisinart - Compact Automatic Bread Maker - Stainless Steel,Shop Cuisinart Compact Automatic Bread Maker Stainless Steel at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Prepare bread with this Cuisinart compact automatic bread maker. The 12 programmed menu options give you flexibility, while the lid has a viewing window that makes monitoring the bread easy. This Cuisinart compact automatic bread maker boasts a 13-hour delay start feature so you can wake up to fresh bread in the morning and a removable nonstick baking pan for easy cleaning.","This stainless steel appliance will be a great addition to any kitchen.,You can choose bread by size and color.,Prepare a variety of different loaves at the push of a button.,Offers simple and fast bread removal.,Select when you want your bread to be freshly baked.,You can control the baking process.,Lets you check your bread as it bakes."
6452945,Cuisinart - Double Flip Belgian Waffle Maker - Stainless Steel & Black,Shop Cuisinart Double Flip Belgian Waffle Maker Stainless Steel & Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Cooking two Belgian waffles at a time to perfection is easy with Cuisinart’s Double Belgian Waffle Maker. The distinctive rotary feature flips 180° to evenly cook them inside and out. Powered by 1400 watts, this innovative kitchen essential cooks Belgian waffles in minutes, with turn-of-the-dial controls to bake them according to preference, from light and fluffy to brown and crispy. To prevent over- or under-cooking, a ready indicator light and beeping alert announce when waffles are ready. Nonstick plates ensure flawlessly formed, deep pocketed Belgian waffles release easily onto the plate, ready for a wide variety of toppings, from fruits and meats to jams and whipped cream. Durable, brushed stainless steel housing adds a sleek, modern touch to any kitchen and wipes clean in seconds.","Bakes 2 restaurant quality, 1-inch thick Belgian-style waffle,5-setting browning control for custom cooking from light to dark,Easy-to-handle rotary feature for even baking on top and bottom,Audible alert,1400 watts of power,Two ready-to bake and ready-to-eat green indicator lights,Nonstick coating for effortless food release and cleaning,Brushed stainless steel housing,Stainless steel drip tray is dishwasher safe,Cup included for the perfect batter amount every time"
6388430,"Viking - Professional 5 Series 27"" Built-In Double Electric Convection Wall Oven - San Marzano Red","Shop Viking Professional 5 Series 27"" Built-In Double Electric Convection Wall Oven San Marzano Red at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","Prepare delectable meals with this 27-inch Viking Professional 5 Series electric double wall oven. The large, easy-to-read knobs ensure easy operation, while the Vari-Speed Dual Flow Convection system blows hot air evenly, ensuring your meals are well cooked. This Viking Professional 5 Series electric double wall oven has a TimePiece timer, letting you set times for cooking specific meals to prevent overcooking.","TruConvec convection utilizes a 3rd hidden element and a fan to improve air circulation.,Conveniently eliminates the need to scrub by doing the cleaning for you.,4.1 cu. ft. capacity in the upper and lower ovens.,Feature handles for easy access and can be placed in 6 positions to accommodate a variety of cookware.,Helps maximize interior space."
4073095,Metra - Radio Harness for Select 1999-2008 Hyundai Elantra Optima Sonata Santa Fe Sorento Accent - Multi,Shop Metra Radio Harness for Select 1999-2008 Hyundai Elantra Optima Sonata Santa Fe Sorento Accent Multi at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Easily connect an aftermarket radio to your vehicle with this Metra 70-7301 wire harness that features an ABS plastic-molded connector for a durable design. The 8"" length allows simple installation.","For a customized fit.,For use with an aftermarket radio.,Offers a strong, durable design.,Provides plenty of reach to help ensure easy installation."
5947155,Crate & Barrel - Universal $50 Gift Card,Shop Crate & Barrel Universal $50 Gift Card at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Crate & Barrel inspires modern lifestyle with exclusive furniture and houseware designs that are clean and timeless at an exceptional value. The collection includes original items created in collaboration with designers and artists from around the world, upholstered furniture benches made at family-owned workshops in North Carolina, eco-friendly collections made of sustainable wood, handloomed wool rugs, and noteworthy wall art curated for each season.","Lets you provide a friend or relative with a special treat.,Call, visit one of the sites, or drop by Crate & Barrel, CB2, or The Land of Nod store to redeem the card.,Allows flexible spending."
6390851,Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Blue,Shop Viking Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator Blue at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Give your kitchen a gourmet look with this Viking Professional 5 Series side-by-side refrigerator. The moisture-adjustable Humidity Zone drawers are ideal for keeping vegetables and fruits fresh, and LED lights provide brilliant interior illumination. This Viking Professional 5 Series side-by-side refrigerator has the Plasmacluster ion air purifier to eliminate odor, mold spores and airborne bacteria to keep food preserved.","Aligns perfectly with any stylish kitchen design.,Make operation simple.,Includes 3 adjustable wire shelves, 2 slide-out baskets and 3 adjustable aluminum door bins to create plenty of space to organize frozen food.,Includes 2 adjustable humidity zone drawers with soft-close slides, 4 deli drawers with soft-close slides, 2 covered dairy compartments and more to provide ample space for storing items.,Bright lights to illuminate interior.,Alerts you when the refrigerator door is accidentally left open to save energy.,Provides a steady supply of ice without the mess of having to refill ice trays."
5391800,VocoPro - Wireless Performer Vocal PA System - Black,Shop VocoPro Wireless Performer Vocal PA System Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Bring your show on the road with this VocoPro wireless performer speaker. The integrated wheels and handle make it easy to move this speaker to the stage, and the UHF wireless handheld microphone lets you move freely as you perform. Featuring multiple jacks and connection points, this VocoPro wireless performance speaker works with a range of external devices.","Will ensure everyone can hear the show in venues like coffee shops or small bars.,With Compression HF Design and Tuned for Vocals.,Includes one of wildly popular UHF wireless handheld wireless microphones.,With the 1\u002F8"" and RCA auxiliary jacks; with an identical output set, to connect to a larger house system.,Even though the Wireless Performer weighs in at a paltry 25lbs, a wheel and handle assembly to ensure easy transport.,For Speech, Singing, and Karaoke."
5064620,Vornado - 6303DC Energy Smart Circulator Fan - Ice White,Shop Vornado 6303DC Energy Smart Circulator Fan Ice White at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Move air up to 85 feet with the Vornado Energy Smart air circulator. Enjoy precise control with 99 speeds, and make adjustments from across the room with the included remote. The unit provides whole room circulation, and the brushless DC motor is more energy-efficient. The electronic push-button and touch controls of this Vornado Energy Smart air circulator provide convenient operation.","Pricise touch-sensetive controls allow you to customize the airflow to fit your needs.,Energy Smart™ DC circulators add a modern aesthetic and efficiency to the home. Clean lines and a smooth modern palette add to an updated form to accompany your style.,All moving parts are enclosed inside construction for safety.,Simply organize your 6 feet cord by the integrated cord wrap.,Lets you select and maintain the direction of cooling air.,Electronic push-button and touch controls, plus a remote control, bring added convenience.,A Vornado circulator uses special airflow called Vortex Action to circulate all the air in the room. The air flows fast, cool and constant to create a cooling experience unlike any other.Fan moves air up to 85 ft.,Convenience at your fingertips.,The brushless DC motor uses up to 80% less energy, bringing modern efficiency to the home.,Shuts off the air when it’s not needed."
6459666,Culligan Sediment Valve-in-Head Filter Clear Housing with P5 Cartridge Water Filtration System - Clear,Shop Culligan Sediment Valve-in-Head Filter Clear Housing with P5 Cartridge Water Filtration System Clear at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Preserve and protect household plumbing and water-using appliances with the Culligan® WH-S200-C Whole House Standard Duty Valve-in-Head Water Filter System with P5 cartridge.  Installs on the 3\u002F4-inch main water line at the point of entry. This filter housing features stainless steel reinforced inlet\u002Foutlet and cap for added durability and is designed with a convenient built-in bypass valve to stop the water flow at cartridge change time.  A filter life indicator is built into the filter head which alerts you when you need to change your filter cartridge. For ease of cartridge change, a housing wrench is included.","[""Reduces Silt, Sediment, Scale, Sand, Rust, Fine Sand, Extra Fine Sand,  Coarse Sand with a 5 micron rating for extra fine sediment particles."",""WQA\\u002FIAMPO Tested and Certified  for structural integrity."",""Filter lasts up to 2 months or 8,000 gallons with P5 filter cartridge, depending on usage and water conditions. Flow rate of 4 pgm."",null,null,null,""Filter housing is designed with a convenient valve-in-head bypass lever for easy cartridge change, filter life timer, and stainless steel re-inforced 3\\u002F4\"" inlet\\u002Fout and housing rim. Clear filter housing allows easy monitoring of cartridge life."",""Filter extends life of washing machines, water heaters, water softeners, fixtures, faucets, and other water-using household appliances"",null]"
6475316,Simple Designs - Hammered Metal Organizer Table Lamp with USB charging port and Fabric Shade - Gold base/White shade,Shop Simple Designs Hammered Metal Organizer Table Lamp with USB charging port and Fabric Shade Gold base/White shade at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"This fun and fashionable lamp features a gold hammered metal base and a white fabric shade, equipped with a USB seated in the base for use to charge mobile phones, handheld games, tablets, and other small electronics. This lamp will add a fabulous flair to any room. Perfect for bedrooms, kids and teens, college dorms, nurseries, or fun offices!","Gold base with USB charging port on base,White Fabric Shade,Perfect for bedrooms, kids room, college dorm, nursery, or fun office,Base includes storage for supplies,Uses 1 x 40W medium type A base bulb (not included),Features a USB Port on base for charging your phone or other device"
5557900,Titanfall 2 - Windows [Digital],Shop Titanfall 2 Windows [Digital] at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Bigger weapons make better friends in Titanfall 2, the epic follow-up to the genre-redefining Titanfall. Respawn Entertainment pushes the genre forward once again with a new, innovative single player campaign and multiplayer experience that reaffirms Titanfall 2 as the fastest, most visceral shooter yet. Combine and conquer with new titans and pilots, deadlier weapons, and feature-rich customization and progression system that helps you and your titan flow as one unstoppable killing force. Unite and destroy. Become One.This item cannot be returned or refunded, please visit  to learn more.","Experience a captivating single player story,Play as a Militia rifleman stranded behind enemy lines, who encounters a veteran Vanguard-class Titan,Enjoy multiplayer action that's second to none,The sequel gives players more of the adrenaline-fueled multiplayer combat they've come to expect from the franchise,Take the fast-paced, first-person action to the next level with more Titans, deadlier Pilot abilities, and much more,Join Your Friends on The Frontier"
6390569,"Viking - Professional 5 Series 30"" Built-In Double Electric Convection Wall Oven - Blue","Shop Viking Professional 5 Series 30"" Built-In Double Electric Convection Wall Oven Blue at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","Upgrade your kitchen with this 30-inch Viking thermal convection double wall oven. The TruGlide full extension racks ensure easy access to heavy bakeware, and the large-capacity oven is ideal for cooking large meals. With a concealed bake element, cleaning this Viking thermal convection double wall oven is easy, while the Vari-Speed Dual Flow convection system ensure maximum airflow for excellent baking results.","TruConvec convection utilizes a 3rd hidden element and a fan to improve air circulation.,Conveniently eliminates the need to scrub by doing the cleaning for you.,4.7 cu. ft. capacity in the upper and lower ovens.,Feature handles for easy access and can be placed in 6 positions to accommodate a variety of cookware.,Helps maximize interior space."
6473494,Insignia™ - 6' VGA Monitor Cable - Black,Shop Insignia™ 6' VGA Monitor Cable Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Host high-quality watch parties on a bigger screen that everyone can enjoy. This VGA cable extends and mirrors the screen of your computer to a VGA display, such as a TV or monitor. The corrosion-resistant cable transmits reliable video signals at resolutions up to 1920 × 1200, letting you watch movies, videos and more in full HD. A 6 ft. length ensures you’ll be able to position your devices wherever you want them. Make the connections you need with the Insignia NS-PCVGVG6 6' VGA Monitor Cable.","Male-to-male 15-pin HDDB15 VGA connectors join your computer to your TV, monitor or projector.,Supports up to 1920 × 1200 resolution at 60 Hz for Full HD video.,Requires no additional software for an effortless connection.,Gold-plated connectors and a PVC jacket resist corrosion.,A 6 ft. (1.8 m) durable cable reaches where you need it.,Designed to match your other accessories."
6445156,"Apple - Macbook® - 12"" Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage - Gold","Shop Apple Macbook® 12"" Display Intel Core M3 8GB Memory 256GB Flash Storage Gold at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.","MacBook delivers a full-size experience. With a full-size keyboard, force-sensing trackpad, 12-inch Retina display,1 sixth-generation Intel Core M processor, multifunctional USB-C port, and now up to 10 hours of battery life,2 MacBook features big thinking in an impossibly compact form.","Intel Core m3 or m5 processor\u003C\u002Fli\u003E,Intel HD Graphics 515\u003C\u002Fli\u003E,Flash storage\u003C\u002Fli\u003E,Up to 10 hours of battery life*\u003C\u002Fli\u003E,802.11ac Wi-Fi,Force Touch trackpad,Available in rose gold, gold, space gray, and silver,*Battery life varies by use and configuration. See www.apple.com\u002Fbatteries for more information."
6449449,Microsoft - Geek Squad Certified Refurbished Surface Pro X Keyboard - Black,Shop Microsoft Geek Squad Certified Refurbished Surface Pro X Keyboard Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Geek Squad® Certified Refurbished products are thoroughly, painstakingly and lovingly tested, so you can be sure that your device will work right, right away. Learn more about Type comfortably on your tablet with this refurbished Microsoft Surface Pro X keyboard. The LED backlighting makes it easy to use in low-light conditions, while the large track pad and mechanical keys deliver pinpoint accuracy. This Microsoft Surface Pro X keyboard features a compact, foldable design for a portable traveling companion.","Features a full mechanical keyset, backlit keys, and a large trackpad for precise navigation and control. Optimal key spacing allows for fast, fluid typing.,Performs like a traditional, full-size keyboard.,Close to protect the screen and conserve battery, or fold back completely for a take-anywhere tablet.,Adjusts to almost any angle.,* The keyboard is only compatible with Surface Pro X (sold separately)."
6453889,Gemini - CDM-4000BT: Dual CD/USB Media Player with Bluetooth - Black,Shop Gemini CDM-4000BT: Dual CD/USB Media Player with Bluetooth Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Get the party started with the Gemini CDM-4000BT Dual CD\u002FUSB DJ Media Player with Bluetooth Input. This media player is a powerful, affordable audio tool that combines a DJ mixer with a dual CD player. It provides easy-to-use track search and playback features across CD decks. Bluetooth input lets you stream music from your Bluetooth-enabled devices. The standalone player is a versatile, all-in-one solution for mobile DJ rigs as well as bar and club installations. With everything you need to play and mix onboard, you can head out and leave your laptop at home. The media player is designed with large, blue-backlit LCD displays for easy viewing. Rubber jog wheels with finger grips ensure tactile control when you scratch and cue the music. Choose from three selectable jog modes (scratch, search, and pitch bend). Use fader-start capability to start, stop and re-cue a track. DJ your favorite songs with functions such as instant start, cue with preview, single and continuous play modes and seamless loop with reloop. Packed with essentials, the CDM-4000BT features anti-shock using RAM buffer memory for seamless performance, 2-band EQ with gain control, USB input for USB storage devices and 1\u002F4"" and 3.5 mm headphone output.","A combination of great audio quality and convenience,This CD Player supports up to 2 discs,Features CD-R media type,Contains USB port,Premium look and feel with black color"
6333668,Metra - Speaker Bracket for Select 2002-2018 Toyota (Pair) - Black,Shop Metra Speaker Bracket for Select 2002-2018 Toyota (Pair) Black at Best Buy. Find low everyday prices and buy online for delivery or in-store pick-up. Price Match Guarantee.,"Fit aftermarket components into your vehicle with these Metra speaker adapter brackets. Compatible with 6 x 9-inch speakers for select Toyota vehicle models from 2002-2018 ensures a precise fit, and 8 0.75-inch screws are included for precise mounting. This pair of Metra speaker adapter brackets delivers a factory finish appearance for effortless incorporation.","For use in your existing vehicle.,Allow you to install a pair of 6"" to 6-3\u002F4"" speakers into a designated speaker location in your vehicle.,Blends with your vehicle's dash for a seamless appearance."
